num,Title,Theaters,Country,Genre,Rated,Runtime,Open,Language,imdbRating,Actorinfluenceaverage,if_actorinfluence,googletrends,Average Gross for each movie,if_average_gross
1055,Ktown Cowboys,4,1,2,1,81,18/03/2016,1,6.7,0,0,199,,0
1056,Kubo and the Two Strings,3279,1,7,1,101,19/08/2016,1,7.8,62200,1,464,48000,1
1057,"Kumiko, the Treasure Hunter",71,1,1,0,105,18/03/2015,1,6.6,0,0,498,,0
1058,Kundo: Age of the Rampant,28,6,4,0,137,29/08/2014,7,6.8,0,0,345,,0
1059,Kung Fu Joe,2,1,2,0,89,10/02/2012,1,1.4,0,0,0,,0
1060,Kung Fu Killer,28,6,4,0,100,24/04/2015,12,6.5,61900,1,1588,,0
1061,Kung Fu Panda,4136,1,7,1,92,06/06/2008,1,7.6,64733.33333,1,736,,0
1062,Kung Fu Panda 2,3952,1,7,1,90,26/05/2011,1,7.3,64733.33333,1,1023,154400,1
1063,Kung Fu Panda 3,3987,6,7,1,95,29/01/2016,1,7.1,62733.33333,1,1225,,0
1064,Kung Fu Yoga,27,6,4,0,107,27/01/2017,5,5.3,55900,1,929,,0
1065,Kurbaan,83,4,4,1,161,20/11/2009,3,5.7,0,0,699,,0
1066,My Afternoons with Margueritte,41,3,2,0,82,16/09/2011,2,7.2,0,0,0,,0
1067,My All-American,1565,1,6,1,118,13/11/2015,1,7.1,46800,1,277,,0
1068,My Annoying Brother,2,6,2,1,110,23/12/2016,7,7.4,0,0,332,,0
1069,My Best Friend's Girl,2636,1,2,1,101,19/09/2008,1,5.9,38300,1,528,,0
1070,My Big Fat Greek Wedding 2,3179,1,2,1,94,25/03/2016,1,6,54550,1,529,36400,1
1071,My Blueberry Nights,69,6,1,1,95,04/04/2008,1,6.7,41800,1,1196,,0
1072,My Brother Is an Only Child,14,6,2,1,108,28/03/2008,15,7.1,0,0,482,,0
1073,My Brother the Devil,4,2,5,0,111,22/03/2013,1,6.6,0,0,396,,0
1074,My Cousin Rachel,531,2,1,1,106,09/06/2017,1,6,35100,1,409,,0
1075,My Dog Tulip,5,1,7,1,83,01/09/2010,1,6.9,41900,1,461,,0
1076,My Entire High School Sinking Into the Sea,25,1,7,1,75,14/04/2017,1,6.2,19900,1,491,,0
1077,My Father Die,10,1,4,1,102,20/01/2017,50,5.6,0,0,300,,0
1078,My Father My Lord,9,6,1,1,72,16/05/2008,9,6.8,0,0,0,,0
1079,My Friend Dahmer,4,1,6,1,107,03/11/2017,1,6.6,0,0,1111,,0
1080,My Friend Pinto,7,4,2,1,100,14/10/2011,3,5.4,0,0,690,,0
1081,My Friend Victoria,1,3,1,0,95,04/12/2015,2,6.5,0,0,0,,0
1082,My Führer,1,6,2,1,89,14/08/2009,8,5.4,0,0,0,,0
1083,My Golden Days,32,3,1,1,123,18/03/2016,2,6.8,23100,1,646,,0
1084,My Journey Through French Cinema,4,3,3,1,201,23/06/2017,2,7.6,0,0,0,,0
1085,My Joy,1,6,9,0,127,30/09/2011,13,6.9,0,0,100,,0
1086,My Kid Could Paint That,20,1,3,1,82,05/10/2007,1,7.2,0,0,688,,0
1087,My Life as a Zucchini,53,6,7,1,70,24/02/2017,2,7.8,0,0,1067,,0
1088,My Life Directed by Nicolas Winding Refn,682,1,3,1,58,27/02/2015,1,6.5,33900,1,292,,0
1089,My Life in Ruins,1165,1,2,1,95,05/06/2009,1,5.9,63600,1,600,,0
1090,"My Love, Don't Cross That River",6,6,3,0,86,17/06/2016,7,7.8,0,0,0,,0
1091,My Lucky Star,23,6,4,1,114,20/09/2013,19,5.1,0,0,690,,0
1092,My Mexican Shivah,1,6,2,1,98,29/08/2008,9,6.9,0,0,0,,0
1093,My Name Is Bruce,4,1,2,1,84,31/10/2008,1,6.3,0,0,533,,0
1094,My Name Is Khan,125,4,9,1,165,12/02/2010,3,8,0,0,779,,0
1095,My Old Lady,273,2,1,1,107,10/09/2014,1,6.3,37400,1,0,,0
1096,My One and Only,256,1,9,1,108,21/08/2009,1,6.6,33900,1,390,13100,1
1097,My Perestroika,19,1,3,0,88,23/03/2011,13,7.2,0,0,296,,0
1098,My Piece of the Pie,2,3,2,0,109,09/12/2011,2,5.8,0,0,180,,0
1099,My Reincarnation,5,6,3,0,90,28/10/2011,1,6.3,0,0,100,,0
1100,My Scientology Movie,6,2,3,0,99,10/03/2017,1,6.7,96800,1,657,,0
1101,My Sister's Keeper,2606,1,1,1,109,26/06/2009,1,7.4,55200,1,1373,44100,1
1102,My Soul to Take,2572,1,8,1,107,08/10/2010,1,4.8,25900,1,761,36200,1
1103,My Uncle Rafael,14,1,2,1,102,21/09/2012,1,5.7,0,0,688,,0
1104,My Week with Marilyn,630,2,6,1,99,23/11/2011,1,7,41700,1,1288,,0
1105,My Winnipeg,10,5,3,0,80,13/06/2008,1,7.7,0,0,269,,0
1106,My Worst Nightmare,4,3,2,0,103,19/10/2012,2,6,0,0,100,,0
1107,My Year Without Sex,1,6,2,0,96,12/03/2010,1,5.8,0,0,378,,0
1108,Mysteries of Lisbon,6,6,1,0,272,05/08/2011,10,7.5,0,0,661,,0
1109,The Mysteries of Pittsburgh,20,1,9,1,95,10/04/2009,1,5.4,26400,1,1002,98100,1
1110,The Mystery of Happiness,2,6,2,0,92,12/09/2014,4,6.1,0,0,0,,0
1111,Mystery Team,4,1,2,1,97,28/08/2009,1,6.8,0,0,1289,,0
1112,The Myth of the American Sleepover,3,1,2,0,96,22/07/2011,1,6.3,0,0,811,,0
1113,CBGB,100,1,1,1,101,04/10/2013,1,6.6,80300,1,725,,0
1114,Cedar Rapids,462,1,2,1,87,11/02/2011,1,6.3,73150,1,815,18500,1
1115,Celine: Through the Eyes of the World,682,5,3,0,120,17/02/2010,1,7.8,0,0,410,,0
1116,Cell,682,1,4,1,98,08/07/2016,1,4.3,47300,1,893,29600,1
1117,Cemetery of Splendor,6,6,1,0,122,04/03/2016,25,6.9,0,0,100,,0
1118,Censored Voices,6,6,3,1,84,20/11/2015,9,7.3,0,0,546,,0
1119,Central Intelligence,3508,1,4,1,107,17/06/2016,1,6.3,67133.33333,1,370,98100,1
1120,The Central Park Five,22,1,3,0,119,23/11/2012,1,7.7,0,0,608,,0
1121,Centurion,19,2,4,1,97,27/08/2010,1,6.4,47600,1,1183,,0
1122,Ceremony,4,1,2,1,89,08/04/2011,1,5.6,25000,1,1270,,0
1123,Certain Women,138,1,1,1,107,14/10/2016,1,6.5,31500,1,979,578,1
1124,Certifiably Jonathan,682,1,3,0,85,11/02/2011,1,6.2,66900,1,0,,0
1125,Certified Copy,57,3,1,0,106,11/03/2011,2,7.2,0,0,1208,,0
1126,Cesar Chavez,664,1,6,1,102,28/03/2014,1,6.4,0,0,720,5600,1
1127,Cezanne et Moi,29,6,6,1,117,31/03/2017,2,5.9,0,0,279,,0
1128,Chain Letter,406,1,8,1,96,01/10/2010,1,4.2,0,0,631,,0
1129,Chak de! India,62,4,1,0,153,10/08/2007,3,8.3,0,0,0,,0
1130,Chakravyuh,79,4,1,1,152,24/10/2012,3,6.9,0,0,1105,,0
1131,Chalet Girl,1,2,2,1,97,14/10/2011,1,6.3,44500,1,1514,,0
1132,The Challenger,28,1,1,1,95,11/09/2015,1,5.6,57200,1,969,,0
1133,Chalo Dilli,31,4,2,1,155,29/04/2011,3,6.8,0,0,1066,,0
1134,The Chambermaid,1,6,1,0,90,29/05/2015,8,6.1,0,0,0,,0
1135,Chance Pe Dance,68,4,2,1,122,15/01/2010,3,4.7,0,0,878,,0
1136,Chandni Chowk to China,130,4,4,1,154,16/01/2009,3,4,0,0,1034,,0
1137,Change of Plans,2,3,2,0,100,27/08/2010,2,5.8,0,0,413,,0
1138,The Change-Up,2913,1,2,1,112,05/08/2011,1,6.3,57700,1,1088,71300,1
1139,Changeling,1896,1,6,1,141,24/10/2008,1,7.8,68100,1,0,53400,1
1140,The Channel,10,1,1,1,93,08/04/2016,1,3.5,0,0,1929,,0
1141,Chaos Theory,11,1,2,1,87,14/03/2008,1,6.7,53100,1,571,,0
1142,The Chaperone,682,1,4,1,103,18/02/2011,1,5.1,0,0,678,,0
1143,Chappaquiddick,682,1,6,1,107,06/04/2018,1,6.5,32200,1,,2500,1
1144,Chappie,3201,6,4,1,120,06/03/2015,1,6.9,56150,1,720,80100,1
1145,Chapter & Verse,5,1,1,1,97,03/02/2017,1,7.6,0,0,0,,0
1146,Chapter 27,11,5,6,1,84,28/03/2008,1,5.7,0,0,611,,0
1147,Charged,3,1,7,1,2,04/10/2017,1,6.350375411,0,0,894,,0
1148,Charlie Bartlett,1122,1,2,1,97,22/02/2008,1,7,54400,1,542,,0
1149,Charlie Countryman,15,1,2,1,103,15/11/2013,1,6.4,89750,1,737,,0
1150,Charlie St. Cloud,2725,1,1,1,99,30/07/2010,1,6.5,39350,1,988,27800,1
1151,Charlie Wilson's War,2594,1,6,1,102,21/12/2007,1,7.1,78933.33333,1,906,45200,1
1152,Charlie's Country,8,6,1,0,108,05/06/2015,47,7.2,0,0,278,,0
1153,The Charnel House,10,1,8,1,90,04/11/2016,1,4.7,0,0,351,,0
1154,Chasing Ice,53,1,3,1,75,09/11/2012,1,7.8,0,0,801,,0
1155,Chasing Madoff,9,1,3,0,91,26/08/2011,4,6.3,0,0,0,,0
1156,Chasing Mavericks,2030,1,6,1,116,26/10/2012,1,7.2,49200,1,831,31900,1
1157,Chasing the Dragon,52,6,4,1,128,29/09/2017,12,7.4,61900,1,885,,0
1158,Chasing Trane: The John Coltrane Documentary,17,1,3,1,99,14/04/2017,1,7.6,53100,1,0,,0
1159,Chavela,14,1,3,0,93,04/10/2017,1,8,0,0,527,,0
1160,Che,39,6,6,1,125,12/12/2008,24,6.3,0,0,1411,,0
1161,Cheap Thrills,18,1,2,0,88,21/03/2014,1,6.8,0,0,1092,,0
1162,Cheatin',10,1,7,1,76,03/04/2015,1,7.1,0,0,498,,0
1163,Cheeni Kum,51,4,2,1,140,25/05/2007,3,6.8,0,0,435,,0
1164,Cheerful Weather for the Wedding,2,2,2,1,89,07/12/2012,1,5.6,0,0,624,,0
1165,Chef,1298,1,2,1,114,09/05/2014,1,7.3,62900,1,1211,166800,1
1166,Chelsea on the Rocks,1,1,3,1,89,02/10/2009,1,6,0,0,384,,0
1167,Chennai Express,196,4,4,0,141,08/08/2013,3,6,0,0,954,,0
1168,Chernobyl Diaries,2433,1,8,1,86,25/05/2012,1,5,0,0,653,,0
1169,Cherry,3,1,2,1,99,08/10/2010,1,6.8,42600,1,923,,0
1170,Cherry Blossoms,8,6,1,0,127,16/01/2009,8,7.7,0,0,148,,0
1171,Chevalier,7,6,2,0,105,27/05/2016,22,6.4,0,0,0,,0
1172,Chi-Raq,305,1,2,1,127,04/12/2015,1,5.7,31500,1,723,18100,1
1173,Chic!,1,3,2,1,103,01/05/2015,2,5.5,0,0,0,,0
1174,Chicago 10,14,1,3,1,110,29/02/2008,1,7.4,0,0,457,,0
1175,Chicken with Plums,24,3,2,1,93,17/08/2012,2,7.1,23100,1,718,,0
1176,Chico & Rita,23,6,7,0,94,10/02/2012,4,7.2,0,0,676,,0
1177,Child 44,510,6,5,1,137,17/04/2015,1,6.5,77000,1,485,39500,1
1178,Child of God,8,1,5,1,104,01/08/2014,1,5.5,55200,1,718,3900,1
1179,Child's Pose,10,6,1,0,112,19/02/2014,18,7.5,0,0,0,,0
1180,Childless,1,1,1,1,90,15/05/2015,1,5.8,0,0,0,,0
1181,The Children of Huang Shi,43,6,1,1,125,23/05/2008,1,7.1,22400,1,0,,0
1182,Children of Invention,2,1,1,0,86,12/03/2010,1,6.6,0,0,431,,0
1183,Chillar Party,7,4,2,1,135,08/07/2011,3,7.5,0,0,1068,,0
1184,Chimpanzee,1567,6,3,1,78,20/04/2012,1,7.2,88100,1,417,,0
1185,China Heavyweight,4,5,3,0,94,06/07/2012,19,5.9,0,0,347,,0
1186,Chinese Puzzle,29,3,2,1,117,16/05/2014,2,7,0,0,1120,,0
1187,CHIPS,2464,1,4,1,100,24/03/2017,1,6,0,0,514,,0
1188,Chloe,350,1,1,1,96,26/03/2010,1,6.3,40200,1,1110,1400,1
1189,Chocolate,7,6,4,1,110,06/02/2009,25,7,0,0,1496,,0
1190,Chocolate City,24,1,1,1,91,22/05/2015,1,4,0,0,1156,,0
1191,The Choice,2631,1,1,1,111,05/02/2016,1,6.6,31500,1,560,18700,1
1192,Choke,435,1,2,1,92,26/09/2008,1,6.5,0,0,1325,2900,1
1193,Chonda Pierce: Enough,798,1,3,1,90,25/04/2017,1,6.350375411,0,0,450,,0
1194,Choose Connor,2,1,1,0,109,10/10/2008,1,6.5,0,0,0,,0
1195,Chop Shop,3,1,1,0,84,27/02/2008,1,7.3,0,0,0,,0
1196,Chris & Don. A Love Story,12,1,3,0,90,13/06/2008,1,7,0,0,0,,0
1197,Chris Brown: Welcome to My Life,413,1,3,0,80,08/06/2017,1,5.6,57200,1,475,,0
1198,Christian Mingle,15,1,2,1,103,10/10/2014,1,4.3,0,0,787,,0
1199,The Christmas Candle,392,2,1,1,100,15/11/2013,1,6,0,0,950,,0
1200,Christmas Eve,44,1,2,1,95,04/12/2015,1,5,73100,1,1046,,0
1201,Christmas in Wonderland,2,5,2,1,95,25/01/2008,1,4.9,0,0,332,,0
1202,A Christmas Tale,52,3,2,0,150,14/11/2008,2,7.1,0,0,306,,0
1203,Chronic,7,6,1,1,93,23/09/2016,1,6.6,0,0,981,,0
1204,The Chronicles of Narnia: Prince Caspian,3929,1,4,1,150,16/05/2008,1,6.6,57500,1,529,192500,1
1205,The Chronicles of Narnia: The Voyage of the Dawn Treader,3555,1,9,1,113,10/12/2010,1,6.3,57500,1,1496,31900,1
1206,Churchill,215,2,6,1,105,02/06/2017,1,6.6,52050,1,952,,0
1207,A Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman,4,2,7,1,85,02/11/2012,1,5.9,0,0,0,,0
1208,Liberal Arts,31,1,2,1,97,14/09/2012,1,6.7,37669.5,1,1147,272,1
1209,The Liberator,77,6,6,1,119,03/10/2014,4,6.9,0,0,0,,0
1210,License to Wed,2715,1,2,1,91,03/07/2007,1,5.3,41933.33333,1,1292,27100,1
1211,The Lie,1,1,1,1,80,18/11/2011,1,5.1,0,0,1094,,0
1212,Life,12,1,8,1,104,04/12/2015,1,6.6,69550,1,2017,39500,1
1213,Life After Beth,30,1,2,1,89,15/08/2014,1,5.6,33900,1,1151,,0
1214,Life as We Know It,3150,1,2,1,114,08/10/2010,1,6.6,60433.33333,1,656,27600,1
1215,The Life Before Her Eyes,48,1,1,1,90,18/04/2008,1,6.4,25000,1,361,,0
1216,Life During Wartime,20,1,2,1,98,23/07/2010,1,6.4,0,0,1027,1200,1
1217,Life in a Day,19,2,3,1,95,29/07/2011,1,7.7,0,0,798,,0
1218,Life in a Walk,1,1,3,1,76,02/09/2015,1,6.7,0,0,750,,0
1219,Life in a Metro,35,4,2,1,132,11/05/2007,3,7.4,152700,1,195,,0
1220,Life Itself,100,1,3,1,120,04/07/2014,1,7.8,20100,1,556,,0
1221,Life of a King,16,1,1,1,100,17/01/2014,1,6.9,0,0,319,,0
1222,Life of Crime,37,1,2,1,98,29/08/2014,1,5.8,56900,1,265,,0
1223,Life of Pi,2946,1,9,1,127,21/11/2012,1,7.9,116700,1,715,42200,1
1224,Life of Riley,1,3,2,0,108,24/10/2014,2,6,0,0,100,,0
1225,Life Partner,26,4,2,0,138,14/08/2009,72,5.3,0,0,0,,0
1226,Life Partners,3,1,2,1,93,05/12/2014,1,6.2,29750,1,913,,0
1227,Life's a Breeze,2,6,2,1,83,19/09/2014,1,6.3,0,0,0,,0
1228,"Life, Above All",18,6,1,1,100,15/07/2011,55,7.1,0,0,0,,0
1229,"Life, Animated",60,1,3,1,92,01/07/2016,1,7.5,0,0,563,,0
1230,The Lifeguard,682,1,1,1,98,30/08/2013,1,5.7,52900,1,962,,0
1231,The Light Between Oceans,1500,2,1,1,133,02/09/2016,1,7.2,36166.66667,1,464,14600,1
1232,Lights Out,2835,1,8,1,81,22/07/2016,1,6.4,31500,1,564,84700,1
1233,Like Crazy,162,1,1,1,86,28/10/2011,1,6.7,76600,1,875,,0
1234,Like Dandelion Dust,60,1,1,1,100,24/09/2010,1,7.1,0,0,802,,0
1235,Like Someone in Love,23,6,1,0,109,15/02/2013,6,7,0,0,762,,0
1236,"Like Sunday, Like Rain",6,1,1,1,104,06/03/2015,1,6.9,0,0,100,,0
1237,Like Water,682,1,3,0,76,01/06/2012,1,7,0,0,548,,0
1238,Lila & Eve,22,1,4,1,94,17/07/2015,1,5.8,49550,1,315,20300,1
1239,Lilting,9,2,1,0,91,26/09/2014,1,7.2,51300,1,1089,,0
1240,Limitless,2838,1,12,1,105,18/03/2011,1,7.4,68550,1,700,54100,1
1241,The Limits of Control,27,1,5,1,116,01/05/2009,1,6.3,0,0,606,2700,1
1242,Lincoln,2293,1,6,1,150,09/11/2012,1,7.4,54500,1,1199,139200,1
1243,The Lincoln Lawyer,2707,1,5,1,118,18/03/2011,1,7.3,40400,1,646,30900,1
1244,Linsanity,16,1,3,1,89,04/10/2013,1,7.4,0,0,931,,0
1245,Lion,1802,2,6,1,118,25/11/2016,1,8.1,0,0,1244,,0
1246,The Lion of Judah,81,1,7,1,87,03/06/2011,1,3.8,0,0,570,,0
1247,Lion's Den,1,6,1,0,113,03/07/2009,4,7.1,64900,1,366,,0
1248,Lions for Lambs,2216,1,1,1,92,09/11/2007,1,6.2,62766.66667,1,937,30500,1
1249,Listen to Me Marlon,38,2,3,1,103,29/07/2015,1,8.2,46000,1,382,,0
1250,Listen Up Philip,30,1,2,0,108,17/10/2014,1,6.3,13850,1,729,100,1
1251,Listening,682,6,1,0,100,11/09/2015,1,5.6,0,0,446,,0
1252,"Literally, Right Before Aaron",682,1,2,1,105,29/09/2017,1,4.6,0,0,0,,0
1253,Little Accidents,17,1,1,0,105,16/01/2015,1,5.8,67500,1,701,,0
1254,Little Ashes,16,2,6,1,112,08/05/2009,1,6.6,116300,1,1599,,0
1255,The Little Bedroom,3,6,1,1,87,26/09/2014,2,6.9,0,0,0,,0
1256,Little Birds,2,1,1,1,94,29/08/2012,1,6.2,26050,1,374,,0
1257,A Little Bit of Heaven,11,1,2,1,106,04/05/2012,1,6.3,40100,1,2057,,0
1258,Little Boy,1045,6,1,1,106,24/04/2015,1,7.4,106900,1,415,7300,1
1259,A Little Chaos,87,2,1,1,112,26/06/2015,1,6.5,66100,1,860,558,1
1260,The Little Death,4,6,2,0,96,26/06/2015,1,7.1,0,0,1438,,0
1261,Little England,1,6,1,0,132,17/05/2015,22,7.9,0,0,294,,0
1262,Little Fockers,3675,1,2,1,98,22/12/2010,1,5.5,71050,1,1033,44900,1
1263,A Little Help,24,1,2,1,109,22/07/2011,1,5.7,21100,1,759,,0
1264,The Little Hours,114,5,2,1,90,30/06/2017,1,5.9,90300,1,1329,,0
1265,The Little Prince,163,3,7,1,108,12/02/2016,1,7.8,50650,1,1798,,0
1266,The Little Traitor,5,6,1,1,88,23/10/2009,9,7,28600,1,100,,0
1267,Little White Lies,14,3,2,0,154,24/08/2012,2,7.1,59200,1,828,,0
1268,Littlerock,3,1,1,0,83,12/08/2011,1,6.3,0,0,522,,0
1269,Liv & Ingmar,2,6,3,0,89,13/12/2013,1,7.4,0,0,0,,0
1270,Live Another Day,682,1,3,1,12,16/09/2016,1,7.2,0,0,518,,0
1271,Live by Night,2822,1,4,1,129,25/12/2016,1,6.4,49150,1,1173,64700,1
1272,"Live Fast, Die Young",1,1,1,1,101,24/10/2008,1,8.2,0,0,0,,0
1273,Live Free or Die Hard,3411,1,4,1,128,27/06/2007,1,7.2,42933.33333,1,1348,76900,1
1274,Live from New York!,25,1,3,0,90,12/06/2015,1,6.8,46000,1,0,,0
1275,The Living,4,1,5,1,89,03/04/2015,1,6.2,16100,1,1496,,0
1276,Living in Emergency,7,1,3,0,120,04/06/2010,1,8.5,0,0,153,,0
1277,Living Is Easy with Eyes Closed,1,6,2,0,108,27/06/2014,4,7.1,0,0,195,,0
1278,The Living Wake,1,1,2,1,91,14/05/2010,1,6.4,0,0,100,,0
1279,In a Better World,51,6,1,1,119,01/04/2011,16,7.7,0,0,1118,,0
1280,In a Dream,4,1,3,1,80,10/04/2009,1,7.9,0,0,270,,0
1281,In a Valley of Violence,33,1,4,1,104,21/10/2016,1,6,35500,1,450,58.1,1
1282,In a World...,144,1,2,1,93,09/08/2013,1,6.7,36500,1,149,1600,1
1283,In Another Country,6,6,1,0,89,09/11/2012,7,6.4,0,0,277,,0
1284,In Between,682,6,1,1,103,05/01/2018,9,7.5,0,0,1490,,0
1285,In Bloom,4,6,1,0,102,10/01/2014,48,7.7,0,0,956,,0
1286,In Bruges,232,2,2,1,107,08/02/2008,1,7.9,0,0,787,,0
1287,In Darkness,52,6,1,1,145,10/02/2012,21,7.3,0,0,981,,0
1288,In Harmony,2,1,11,1,21,15/04/2016,1,6.350375411,0,0,0,,0
1289,In Jackson Heights,8,3,3,1,190,04/11/2015,1,7.2,0,0,670,,0
1290,In My Father's House,682,1,3,1,93,09/10/2015,1,6.8,0,0,0,,0
1291,In My Sleep,2,1,1,1,104,23/04/2010,1,5.5,0,0,449,,0
1292,In No Great Hurry: 13 Lessons in Life with Saul Leiter,4,2,3,1,75,03/01/2014,1,7.5,0,0,0,,0
1293,In Order of Disappearance,10,6,2,1,116,26/08/2016,14,7.2,0,0,197,,0
1294,In Our Hands: The Battle for Jerusalem,733,1,3,0,109,23/05/2017,1,6.5,0,0,373,,0
1295,In Our Nature,1,1,1,0,103,07/12/2012,1,5.7,61000,1,1164,,0
1296,In Over My Head,1,1,2,0,106,26/10/2012,1,5.6,0,0,0,,0
1297,In Pursuit of Silence,2,1,3,1,81,23/06/2017,1,7.5,0,0,381,,0
1298,In Search of a Midnight Kiss,11,1,2,1,90,01/08/2008,1,7.3,0,0,692,,0
1299,In Search of Fellini,3,1,9,1,93,15/09/2017,1,6.8,32900,1,537,,0
1300,In Secret,266,1,5,1,107,21/02/2014,1,6.1,77150,1,692,,0
1301,In the Basement,1,6,3,1,81,06/11/2015,8,6.7,0,0,795,,0
1302,In the Family,5,1,1,0,169,04/11/2011,1,7.3,0,0,1263,,0
1303,In the Fog,3,6,1,0,127,14/06/2013,13,6.9,0,0,0,,0
1304,In the Heart of the Sea,3103,1,4,1,122,11/12/2015,1,6.9,89700,1,787,79000,1
1305,In the House,36,3,2,1,105,19/04/2013,2,7.4,0,0,2153,,0
1306,In the House of Flies,4,5,10,1,89,09/05/2014,1,4.7,0,0,0,,0
1307,In the Land of Blood and Honey,18,1,1,1,127,23/12/2011,40,4.4,0,0,1376,38800,1
1308,In the Land of Women,2155,1,2,1,97,20/04/2007,1,6.5,21200,1,931,,0
1309,In the Loop,92,2,2,0,106,24/07/2009,1,7.5,0,0,703,,0
1310,In the Name of,1,6,1,0,102,30/10/2013,21,6.4,0,0,1440,,0
1311,In the Name of My Daughter,50,3,5,1,116,15/05/2015,2,6.1,0,0,196,,0
1312,In the Name of the King: A Dungeon Siege Tale,1632,6,4,1,127,11/01/2008,1,3.8,47200,1,0,5700,1
1313,In the Shadow of the Moon,104,2,3,1,100,07/09/2007,1,8.1,0,0,375,,0
1314,In the Shadow of Women,4,3,1,0,73,15/01/2016,2,6.4,0,0,274,,0
1315,In the Valley of Elah,978,1,5,1,121,14/09/2007,1,7.2,52200,1,742,20900,1
1316,In This Corner of the World,20,6,7,1,130,11/08/2017,6,8,0,0,549,,0
1317,In Time,3127,1,4,1,109,28/10/2011,1,6.7,37550,1,871,18500,1
1318,In/Significant Others,1,1,1,1,0,14/05/2010,1,5.9,0,0,100,,0
1319,InAPPropriate Comedy,275,1,2,1,83,22/03/2013,1,2.9,88650,1,1249,,0
1320,The Inbetweeners Movie,10,2,2,1,97,07/09/2012,1,6.8,0,0,1120,,0
1321,Incarnate,1737,1,8,1,91,02/12/2016,1,5.2,46800,1,322,76900,1
1322,Incendiary,3,2,1,1,96,23/09/2011,1,5.9,39850,1,284,31900,1
1323,Inception,3792,1,4,1,148,16/07/2010,1,8.8,64266.66667,1,515,182300,1
1324,An Inconsistent Truth,3,1,3,1,89,27/01/2012,1,6.3,0,0,0,,0
1325,An Inconvenient Sequel: Truth to Power,556,1,3,1,98,28/07/2017,1,5.6,0,0,225,,0
1326,The Incredible Burt Wonderstone,3160,1,9,1,100,15/03/2013,1,5.9,60900,1,671,22500,1
1327,The Incredible Hulk,3508,1,4,1,112,13/06/2008,1,6.8,55050,1,1017,81700,1
1328,Independence Day: Resurgence,4130,1,4,1,120,24/06/2016,1,5.3,114550,1,605,107700,1
1329,Indian Point,2,6,3,1,94,08/07/2016,1,6.7,0,0,702,,0
1330,Indiana Jones and the Kingdom of the Crystal Skull,4264,1,4,1,122,22/05/2008,1,6.2,92950,1,1144,139200,1
1331,Indignation,317,1,1,1,110,29/07/2016,1,6.8,0,0,1406,,0
1332,Indigo Children,1,1,1,1,72,17/01/2014,1,8.1,0,0,188,,0
1333,Inequality for All,103,1,3,1,89,27/09/2013,1,8.1,22600,1,654,,0
1334,Inescapable,7,5,4,1,93,22/02/2013,1,5.2,46100,1,512,,0
1335,Inferno,3576,1,4,1,121,28/10/2016,1,6.2,98066.66667,1,967,79000,1
1336,The Infiltrator,1601,2,6,1,127,13/07/2016,1,7,62100,1,889,30900,1
1337,Infinitely Polar Bear,110,1,2,1,90,19/06/2015,1,7,75150,1,711,,0
1338,Infliction,2,1,8,0,100,16/03/2014,1,6.9,0,0,0,,0
1339,The Informant,4,3,5,1,116,13/09/2013,2,6.3,0,0,556,,0
1340,The Informant!,2505,1,2,1,108,18/09/2009,1,6.5,77100,1,0,39500,1
1341,The Informers,482,6,5,1,98,24/04/2009,1,5.1,30200,1,1419,,0
1342,Inglourious Basterds,3358,1,9,1,153,21/08/2009,1,8.3,69700,1,642,72100,1
1343,Ingrid Bergman: In Her Own Words,13,6,3,0,114,13/11/2015,17,7.4,25800,1,177,,0
1344,Ingrid Goes West,647,1,2,1,98,11/08/2017,1,7.3,44400,1,920,,0
1345,Inhale,2,1,1,1,83,22/10/2010,1,6.6,0,0,1197,,0
1346,Inherent Vice,653,1,2,1,148,12/12/2014,1,6.7,60750,1,746,16600,1
1347,Inkheart,2655,6,9,1,106,23/01/2009,1,6.1,38100,1,1324,23200,1
1348,Inkubus,16,1,8,1,80,28/10/2011,1,3.9,0,0,824,,0
1349,The Inner Life of Martin Frost,1,6,2,1,94,07/09/2007,1,5.1,0,0,0,,0
1350,Inni,7,6,3,1,74,28/10/2011,1,7.9,0,0,0,,0
1351,The Innkeepers,25,1,8,1,101,03/02/2012,1,5.5,0,0,1290,58.1,1
1352,The Insanity of God,531,1,3,1,0,30/08/2016,1,8.1,0,0,347,,0
1353,Inside Job,250,1,3,1,105,08/10/2010,1,8.3,77100,1,0,1900,1
1354,Inside Llewyn Davis,729,1,1,1,104,06/12/2013,1,7.5,52066.66667,1,1263,50300,1
1355,Inside Out,4158,1,7,1,95,19/06/2015,1,8.2,0,0,598,313100,1
1356,Insidious,2419,1,8,1,103,01/04/2011,1,6.8,48700,1,606,101600,1
1357,Insidious: Chapter 2,3155,1,8,1,106,13/09/2013,1,6.6,48700,1,536,101600,1
1358,Insidious: Chapter 3,3014,5,8,1,97,05/06/2015,1,6.1,0,0,605,52200,1
1359,InSight,22,1,1,1,92,02/09/2011,1,5,0,0,0,,0
1360,Inspector Bellamy,4,3,5,1,110,29/10/2010,2,5.9,0,0,100,,0
1361,InSpectres,1,1,2,1,85,05/09/2013,1,6.5,0,0,0,,0
1362,The Institute,4,1,10,1,90,04/10/2013,1,4,55200,1,702,3900,1
1363,Instructions Not Included,978,6,2,1,122,30/08/2013,4,7.6,37400,1,576,,0
